nombre,provincia,distrito,lat,lon,fuente,funerario
Rosaspata 2,carabaya,crucero,-14.357168656,-70.0056243,INC,False
Rosaspata 3,carabaya,crucero,-14.368924068,-70.004934903,INC,False
Oquechupa,azangaro,potoni,-14.374146748,-70.009808455,INC,False
Qaycunipata 1,azangaro,potoni,-14.38846749,-70.018052814,INC,False
Qaycunipata 2,azangaro,potoni,-14.383414803,-70.011528701,INC,False
Cruzcuncapampa 1,carabaya,crucero,-14.35305004,-70.038302372,INC,False
Cruzcuncapampa 2,carabaya,crucero,-14.351609912,-70.040984864,INC,False
Cruzcuncapampa 3,carabaya,crucero,-14.351506801,-70.039760372,INC,False
Cruz Pata,carabaya,crucero,-14.344452982,-70.048518215,INC,False
Cruz Pata 1,carabaya,crucero,-14.345719333,-70.048357197,INC,False
Cruz Pata 2,carabaya,crucero,-14.350781833,-70.052451495,INC,False
Cruz Pata 3,carabaya,crucero,-14.342054992,-70.051084802,INC,False
Cruz Pata 4,carabaya,crucero,-14.339166795,-70.054103388,INC,False
Crucero Pampa,carabaya,crucero,-14.355186248,-70.050005454,INC,False
Huat'apampa,carabaya,crucero,-14.365004059,-70.016824553,INC,False
Camino Tramo Cangalle - San Antón (Azángaro),azangaro,san antón,-14.415013482,-70.267629209,INC,False
Peñasco Huacayacu,azangaro,san antón,-14.414639405,-70.263212288,INC,False
Chilliutira,azangaro,san antón,-14.419081182,-70.260900003,INC,False
Maransilluni  Pukarapata (Huancasayani),azangaro,san antón,-14.437048213,-70.251419224,INC,False
Pucara Pampa,azangaro,san antón,-14.490582012,-70.240975002,INC,False
Cima del cerro Wilacunca,azangaro,san antón,-14.491896499,-70.2521995,INC,False
Isla - Qañicuto pampa,azangaro,san antón,-14.48432458,-70.254977444,INC,False
Isla Chimpa,azangaro,san antón,-14.48737566,-70.255783218,INC,False
Pukara  Unión Soratire,azangaro,san antón,-14.578873322,-70.290771824,INC,False
Huymacota,azangaro,san antón,-14.581577726,-70.292114851,INC,False
San Antón 1,azangaro,san antón,-14.584124276,-70.295842406,INC,False
Cerro Calvario San Antón,azangaro,san antón,-14.590925682,-70.309749539,INC,False
Chullpas Santa María,azangaro,san antón,-14.544934885,-70.299743253,INC,True
Huancasaya Triunfo,azangaro,san antón,-14.555138375,-70.298475832,INC,False
Río San José,azangaro,san josé,-14.684499235,-70.194339651,INC,False
Chijurane,azangaro,san josé,-14.709478425,-70.147258075,INC,False
Valenciani,azangaro,san josé,-14.713764888,-70.150577591,INC,False
Valenciani 1,azangaro,san josé,-14.717358417,-70.15507315,INC,False
Valenciani 2,azangaro,san josé,-14.726393704,-70.150513762,INC,False
Pichacane,azangaro,san josé,-14.734887592,-70.149387961,INC,False
Muyo Pucara  (Cosmo pucara),azangaro,san josé,-14.72978524,-70.146537558,INC,False
Huancasayani,azangaro,san josé,-14.690254929,-70.150092332,INC,False
Apacheta de San José,azangaro,san josé,-14.678537611,-70.163161724,INC,False
Cerro Lupaka,azangaro,san josé,-14.69651365,-70.160340684,INC,False
Trapiche San José,azangaro,san josé,-14.661049093,-70.157052428,INC,False
Lupaka San José,azangaro,san josé,-14.676707282,-70.156781806,INC,False
Rosas Cancha,azangaro,san josé,-14.68298969,-70.156824109,INC,False
Cruz Cunca,azangaro,san josé,-14.743824749,-70.257723504,INC,False
Parajlay Pucara,azangaro,san josé,-14.74769007,-70.253379962,INC,False
Llaulli Inca Pukara,azangaro,san josé,-14.760971143,-70.241249745,INC,False
Chullpas de Tiqatiqa,azangaro,san josé,-14.749427034,-70.236326191,INC,True
Qaqa wasi Chinini,azangaro,san josé,-14.744197559,-70.242260021,INC,False
Huancasayapata Alta Gracia,azangaro,san josé,-14.745349101,-70.239916499,INC,False
Pirámide Uyuni Hatún Sururo,azangaro,san josé,-14.732882416,-70.224873339,INC,False
Cancha Cancha Tintiri,azangaro,azangaro,-14.875795732,-70.101910001,INC,False
Laguna Colorada 1,lampa,lampa,-15.356823533,-70.364004003,INC,False
Laguna Colorada 2,lampa,lampa,-15.357885442,-70.357360028,INC,False
Laguna Colorada  3,lampa,lampa,-15.356011831,-70.356304648,INC,False
Laguna Colorada 4,lampa,lampa,-15.345891702,-70.360244498,INC,False
Laguna Colorada 6,lampa,lampa,-15.338060521,-70.359374172,INC,False
Laguna Colorada 7,lampa,lampa,-15.341750019,-70.353138859,INC,False
MARCAHUAY,puno,mañazo,-15.811112453,-70.358635362,INC,False
Laguna Saytococha,san roman,cabanillas,-15.909688788,-70.546165841,INC,False
Apacheta 1,melgar,santa rosa,-14.494642548,-70.966477609,INC,False
Apacheta 2,melgar,santa rosa,-14.494959886,-70.96418938,INC,False
A-9,moho,moho,-15.388601769,-69.426430646,INC,False
Apacheta de Llocarapi,azangaro,huancane,-15.161387018,-69.895781533,INC,False
A-6,azangaro,chupa,-15.1548321,-69.909538207,INC,False
A-4,azangaro,arapa,-15.143264453,-70.150473678,INC,False
A-5,azangaro,arapa,-15.123555766,-70.145621542,INC,False
A-10,moho,conima,-15.432317251,-69.447462788,INC,False
A-11,moho,conima,-15.448425601,-69.443992572,INC,False
NN,puno,mañazo,-15.819862287,-70.405373173,INC,False
NN,puno,mañazo,-15.823179244,-70.415124166,INC,False
NN,san roman,cabanillas,-15.825467864,-70.427239532,INC,False
NN,san roman,cabanillas,-15.830299158,-70.441529794,INC,False
NN,san roman,cabanillas,-15.845038196,-70.445919995,INC,False
Hatun Apacheta,san roman,cabanillas,-15.824504553,-70.422536788,INC,False
NN,san roman,cabanillas,-15.850364926,-70.457563838,INC,False
NN,san roman,cabanillas,-15.860425034,-70.464144312,INC,False
NN,san roman,cabanillas,-15.914704891,-70.568684667,INC,False
NN,san roman,cabanillas,-15.918210126,-70.572597182,INC,False
NN,san roman,cabanillas,-16.009045762,-70.670808393,INC,False
NN,san roman,cabanillas,-16.022046478,-70.7159363,INC,False
NN,san roman,cabanillas,-16.010758713,-70.768358783,INC,False
NN,melgar,nuñoa,-14.47514291,-70.635796021,INC,False
NN,melgar,nuñoa,-14.502400599,-70.624380778,INC,False
NN,melgar,nuñoa,-14.620566676,-70.597157825,INC,False
NN,melgar,ayaviri,-14.810998504,-70.547827425,INC,False
NN,melgar,ayaviri,-14.813627356,-70.54936975,INC,False
NN,melgar,ayaviri,-14.820520327,-70.552559142,INC,False
NN,melgar,ayaviri,-14.82539256,-70.55382029,INC,False
NN,melgar,ayaviri,-14.827139874,-70.554734025,INC,False
NN,melgar,ayaviri,-14.830604363,-70.555660011,INC,False
NN,melgar,ayaviri,-14.830756634,-70.555865514,INC,False
NN,azangaro,tirapata,-14.862219581,-70.423488768,INC,False
NN,huancane,huancane,-15.205423488,-69.754765704,INC,False
Kencco,puno,acora,-15.977444708,-69.64386416,INC,False
Checca,el collao,ilave,-16.175162041,-69.668138906,INC,False
Pichichu,el collao,ilave,-16.273500949,-69.713673604,INC,False
Wilakollo,melgar,ayaviri,-14.873934494,-70.606822333,INC,False
Pukachupa,melgar,pucara,-14.914573247,-70.501225632,INC,False
#3,melgar,ayaviri,-14.902043603,-70.493256846,INC,False
Oq'echupa,melgar,ayaviri,-14.876012925,-70.494555245,INC,False
Pucarani,azangaro,azangaro,-14.87745316,-70.234135341,INC,False
#6,melgar,nuñoa,-14.490759691,-70.624295967,INC,False
#7,melgar,nuñoa,-14.363249201,-70.54253212,INC,False
#13,azangaro,tirapata,-14.859581623,-70.421808022,INC,False
#14,melgar,nuñoa,-14.275656053,-70.467759054,INC,False
#15,puno,atuncolla,-15.690231076,-70.154374255,INC,False
La Raya,melgar,sta rosa,-14.494697808,-70.965272264,INC,False
Jullulluma,melgar,sta rosa,-14.682307451,-70.732121392,INC,False
Tinajani,melgar,ayaviri,-14.994788359,-70.579054457,INC,False
Mallacasi,lampa,pucara,-15.01654989,-70.479960649,INC,False
Chasquiwasi de Gergachi,azangaro,arapa,-15.136136823,-70.138867857,INC,False
S 24,puno,puno,-15.956984934,-70.022974445,INC,False
S 25,puno,puno,-15.985476389,-70.03245438,INC,False
Arkopunko,puno,pichacani,-15.983887962,-70.016756821,INC,False
Cutimbo,puno,pichacani,-15.981017669,-70.013957699,INC,False
S 29,puno,pichacani,-16.091687726,-70.018939702,INC,False
Cueva Pacallani,puno,pichacani,-16.094618837,-70.018421727,INC,False
Domestico Mallcumayo,puno,puno,-15.975180405,-70.023066846,INC,False
Cementerio Humchoca,puno,pichacani,-16.156093722,-70.073644283,INC,False
Baños de Coripongo,puno,pichacani,-16.265738811,-70.140414515,INC,False
S 39,puno,pichacani,-16.293074214,-70.197192277,INC,False
Quimillone 3,san roman,cabanillas,-15.945101742,-70.590404972,INC,False
Quimillone 4,san roman,cabanillas,-15.946763704,-70.590530195,INC,False
Quimillone 1,san roman,cabanillas,-15.952861883,-70.601797105,INC,False
Molino de Quimillone,san roman,cabanillas,-15.961855908,-70.624475244,INC,False
Quimillone 2,san roman,cabanillas,-15.983497072,-70.636823179,INC,False
Ojecancha,san roman,cabanillas,-15.989071799,-70.641726746,INC,False
Achacune,san roman,cabanillas,-16.008533068,-70.679764557,INC,False
Qda. Achacune 1,san roman,cabanillas,-16.011405867,-70.685656364,INC,False
Qda. Achacune 2,san roman,cabanillas,-16.011670046,-70.689984691,INC,False
Qda. Achacune 3,san roman,cabanillas,-16.015778615,-70.691551645,INC,False
Hullata Baja 1,san roman,cabanillas,-16.010628622,-70.76549858,INC,False
Jaychihua,melgar,macari,-14.728647292,-70.799282517,INC,False
Sillustani,puno,atuncolla,-15.723555553,-70.154869887,INC,False
NN,el collao,ilave,-16.409453693,-69.787552659,INC,False
Apacheta Willakollo,melgar,ayaviri,-14.871104382,-70.605695517,INC,False
Apacheta Jinchupallakunka,melgar,ayaviri,-14.873422679,-70.580314671,INC,False
Apacheta Laguaqollokunka,melgar,ayaviri,-14.871188395,-70.580577163,INC,False
NN,melgar,ayaviri,-14.861918223,-70.572220624,INC,False
Apacheta Caluyokunka,melgar,ayaviri,-14.851354819,-70.573184946,INC,False
Apacheta Vilakunka,azangaro,tirapata,-14.870711671,-70.443023773,INC,False
Apacheta N° 7,azangaro,tirapata,-14.870904512,-70.439660767,INC,False
Apacheta N° 8,azangaro,tirapata,-14.868368888,-70.434644072,INC,False
Apacheta N° 9,azangaro,tirapata,-14.867314484,-70.428345466,INC,False
Apacheta N° 10,azangaro,tirapata,-14.866502783,-70.426602243,INC,False
Apacheta Rumikunka,azangaro,asillo,-14.819061971,-70.376888361,INC,False
Apacheta N° 12,melgar,umachiri,-14.785698949,-70.717770048,INC,False
Apacheta P'asñapata,azangaro,asillo,-14.799775686,-70.348838467,INC,False
Apacheta Q'esqani,azangaro,azangaro,-14.855793566,-70.291855006,INC,False
Apacheta N° 15,melgar,ayaviri,-14.814921479,-70.550475282,INC,False
Apacheta N° 16,melgar,ayaviri,-14.810624835,-70.546942146,INC,False
Apacheta Pukakunka,melgar,nuñoa,-14.643751572,-70.587717302,INC,False
Q'ello Apacheta,carabaya,macusani,-14.215175517,-70.480850212,INC,False
Apacheta Q'ellosani Munaypata Kunka,carabaya,macusani,-14.22128953,-70.478814382,INC,False
Apacheta N° 20,melgar,nuñoa,-14.262044906,-70.463046204,INC,False
Apacheta N° 21,melgar,nuñoa,-14.440087442,-70.608884037,INC,False
